contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,underlying_symbol,option_type,expiration_date,quote_timestamp,downloaded_at,source
SPY260618C00731000,2026-05-07 19:53:10+00:00,731.0,16.32,16.91,16.98,-2.4300003,-12.960002,1186.0,454.0,0.16663431030273443,True,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00732000,2026-05-07 20:12:30+00:00,732.0,16.23,16.28,16.35,-1.8199997,-10.083101,277.0,886.0,0.16523051574707032,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00733000,2026-05-07 20:13:04+00:00,733.0,15.63,15.66,15.73,-2.0500002,-11.595023,566.0,1867.0,0.1638267211914063,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00734000,2026-05-07 19:36:11+00:00,734.0,14.62,15.05,15.12,-2.0600004,-12.350122,1775.0,10310.0,0.16243818527221682,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00735000,2026-05-07 20:05:01+00:00,735.0,14.53,14.46,14.53,-1.8800001,-11.45643,1081.0,17274.0,0.161141201171875,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00736000,2026-05-07 20:02:44+00:00,736.0,14.15,13.87,13.94,-1.1900005,-7.7575,880.0,832.0,0.15975266525268556,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00737000,2026-05-07 20:10:15+00:00,737.0,13.27,13.31,13.37,-1.6899996,-11.296788,340.0,732.0,0.15845568115234376,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00738000,2026-05-07 20:04:43+00:00,738.0,13.08,12.75,12.82,-1.4200001,-9.793103,130.0,610.0,0.1572502488708496,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00739000,2026-05-07 20:04:08+00:00,739.0,12.3,12.21,12.27,-1.7799997,-12.642043,319.0,792.0,0.1559380061340332,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00740000,2026-05-07 20:04:10+00:00,740.0,11.8,11.68,11.74,-1.4799995,-11.144575,3279.0,32767.0,0.15471731521606447,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00741000,2026-05-07 19:41:26+00:00,741.0,10.79,11.16,11.23,-1.8100004,-14.365083,147.0,846.0,0.15358817611694336,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00742000,2026-05-07 20:12:59+00:00,742.0,10.63,10.66,10.72,-1.3099995,-10.971519,1578.0,2032.0,0.15235222656250003,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00743000,2026-05-07 19:56:50+00:00,743.0,9.79,10.17,10.23,-1.8400002,-15.821154,363.0,660.0,0.15119257019042973,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00744000,2026-05-07 19:41:35+00:00,744.0,9.31,9.69,9.76,-1.6999998,-15.440507,378.0,717.0,0.15012446563720705,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00745000,2026-05-07 20:08:17+00:00,745.0,9.24,9.23,9.3,-1.5700006,-14.523594,717.0,20678.0,0.1490411024475098,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00746000,2026-05-07 20:07:43+00:00,746.0,8.79,8.79,8.85,-1.2399998,-12.362909,119.0,888.0,0.14795773925781253,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00747000,2026-05-07 19:28:49+00:00,747.0,7.75,8.35,8.41,-2.0299997,-20.756643,279.0,790.0,0.14682860015869142,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00748000,2026-05-07 20:02:45+00:00,748.0,8.2,7.93,7.99,-0.9000006,-9.890116,164.0,1100.0,0.14580627151489256,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00749000,2026-05-07 18:50:56+00:00,749.0,7.1,7.53,7.59,-1.6799998,-19.134396,157.0,928.0,0.14487549468994143,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00750000,2026-05-07 20:14:22+00:00,750.0,7.15,7.14,7.2,-1.44,-16.763678,4366.0,25680.0,0.14391420059204102,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00751000,2026-05-07 19:40:35+00:00,751.0,6.49,6.76,6.82,-1.4500003,-18.261969,411.0,1611.0,0.14293764785766605,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00755000,2026-05-07 20:09:02+00:00,755.0,5.35,5.39,5.45,-1.3200002,-19.790108,2231.0,27848.0,0.13941290283203128,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00760000,2026-05-07 20:09:02+00:00,760.0,3.94,3.98,4.03,-1.06,-21.199999,2355.0,13801.0,0.1355066918945313,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00765000,2026-05-07 20:13:28+00:00,765.0,2.86,2.88,2.92,-0.75,-20.775623,3273.0,12235.0,0.1323023782348633,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00770000,2026-05-07 20:10:23+00:00,770.0,2.06,2.04,2.07,-0.6700001,-24.542128,1008.0,12076.0,0.1295863409423828,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00775000,2026-05-07 20:10:23+00:00,775.0,1.43,1.42,1.46,-0.65,-31.250002,1011.0,6891.0,0.12781633911132811,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00780000,2026-05-07 20:13:28+00:00,780.0,1.01,0.99,1.02,-0.49,-32.666668,654.0,8502.0,0.1266566827392578,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00785000,2026-05-07 18:39:50+00:00,785.0,0.65,0.69,0.71,-0.42000008,-39.252342,320.0,4512.0,0.125985302734375,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00790000,2026-05-07 20:07:48+00:00,790.0,0.5,0.49,0.51,-0.3,-37.5,252.0,7675.0,0.12653461364746094,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00795000,2026-05-07 17:38:41+00:00,795.0,0.37,0.36,0.38,-0.19999999,-35.087715,111.0,3481.0,0.12806047729492187,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00800000,2026-05-07 19:54:29+00:00,800.0,0.27,0.27,0.29,-0.19999999,-42.55319,952.0,20594.0,0.13013565185546871,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00805000,2026-05-07 20:01:47+00:00,805.0,0.22,0.21,0.23,-0.15,-40.540543,54.0,1085.0,0.13306531005859373,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00810000,2026-05-07 17:22:22+00:00,810.0,0.18,0.17,0.19,-0.09,-33.333332,474.0,7495.0,0.13648324462890626,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00815000,2026-05-07 17:12:24+00:00,815.0,0.15,0.14,0.16,-0.059999987,-28.571423,125.0,1973.0,0.1401453173828125,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00820000,2026-05-07 17:54:14+00:00,820.0,0.12,0.12,0.14,-0.080000006,-40.000004,7505.0,18650.0,0.1445398046875,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00825000,2026-05-07 18:49:14+00:00,825.0,0.11,0.11,0.12,-0.030000001,-21.428572,8814.0,11457.0,0.14820187744140628,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00830000,2026-05-07 16:35:31+00:00,830.0,0.13,0.09,0.11,0.009999998,8.333331,37.0,3627.0,0.15284050292968754,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00835000,2026-05-07 17:00:11+00:00,835.0,0.1,0.08,0.1,-0.009999998,-9.090907,14.0,4993.0,0.15747912841796874,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00840000,2026-05-07 19:59:18+00:00,840.0,0.08,0.07,0.09,-0.030000001,-27.272728,102.0,8267.0,0.16162947753906248,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00845000,2026-05-07 16:05:04+00:00,845.0,0.1,0.06,0.08,0.020000003,25.000004,12732.0,12958.0,0.16553568847656253,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00850000,2026-05-07 18:24:48+00:00,850.0,0.07,0.06,0.07,-0.009999998,-12.499997,17670.0,19528.0,0.16895362304687503,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00855000,2026-05-07 14:54:18+00:00,855.0,0.07,0.05,0.07,0.0,0.0,6448.0,7817.0,0.174812939453125,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00860000,2026-05-07 15:32:33+00:00,860.0,0.07,0.04,0.06,0.02,40.0,9229.0,11555.0,0.17774259765625,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00865000,2026-05-07 18:08:22+00:00,865.0,0.05,0.04,0.06,0.0,0.0,11124.0,15097.0,0.18360191406249998,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00870000,2026-05-07 17:52:57+00:00,870.0,0.05,0.04,0.05,0.010000002,25.000004,1465.0,15073.0,0.18555501953124998,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00875000,2026-05-07 19:14:57+00:00,875.0,0.04,0.03,0.04,0.0,0.0,62.0,1153.0,0.186531572265625,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00880000,2026-05-07 19:14:38+00:00,880.0,0.04,0.03,0.04,0.01,33.333336,141.0,1471.0,0.192390888671875,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00885000,2026-05-07 16:23:36+00:00,885.0,0.04,0.03,0.04,0.01,33.333336,1020.0,11744.0,0.19727365234375,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00890000,2026-05-07 19:35:09+00:00,890.0,0.03,0.02,0.03,0.0,0.0,4367.0,5711.0,0.19727365234375,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00895000,2026-05-07 16:22:23+00:00,895.0,0.04,0.02,0.03,0.01,33.333336,1400.0,4294.0,0.20215641601562498,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00900000,2026-05-07 17:19:38+00:00,900.0,0.03,0.02,0.03,0.01,50.0,2840.0,3151.0,0.20703917968749996,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00905000,2026-05-07 17:19:13+00:00,905.0,0.03,0.02,0.03,0.0,0.0,675.0,1567.0,0.21289849609375,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00910000,2026-05-07 16:52:37+00:00,910.0,0.03,0.01,0.03,0.02,200.0,174.0,1525.0,0.21680470703125,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00915000,2026-05-07 15:02:25+00:00,915.0,0.03,0.01,0.03,0.02,200.0,2215.0,2877.0,0.22266402343749997,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00920000,2026-05-07 15:41:03+00:00,920.0,0.03,0.01,0.03,0.01,50.0,2864.0,3166.0,0.22657023437499998,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00925000,2026-05-07 15:10:47+00:00,925.0,0.03,0.01,0.03,0.01,50.0,3919.0,4449.0,0.23242955078125,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00930000,2026-05-07 15:04:50+00:00,930.0,0.03,0.01,0.03,0.01,50.0,2346.0,2371.0,0.23633576171874998,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00935000,2026-05-07 15:23:01+00:00,935.0,0.02,0.01,0.03,0.01,100.0,1214.0,1537.0,0.241218525390625,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00940000,2026-05-07 16:12:22+00:00,940.0,0.02,0.01,0.02,0.0,0.0,6017.0,6254.0,0.23828886718749998,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00945000,2026-05-07 15:05:34+00:00,945.0,0.02,0.01,0.02,0.01,100.0,3036.0,3055.0,0.242195078125,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00950000,2026-05-07 16:51:12+00:00,950.0,0.02,0.01,0.02,0.01,100.0,141.0,357.0,0.2461012890625,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00955000,2026-05-07 15:10:37+00:00,955.0,0.02,0.01,0.02,0.0,0.0,5.0,205.0,0.25196060546875,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00960000,2026-05-06 16:55:47+00:00,960.0,0.02,0.0,0.02,0.0,0.0,7.0,1782.0,0.25586681640625003,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00965000,2026-05-07 15:04:40+00:00,965.0,0.02,0.0,0.02,0.01,100.0,1.0,8868.0,0.25977302734375,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00970000,2026-05-06 20:06:05+00:00,970.0,0.01,0.0,0.02,0.0,0.0,130.0,5249.0,0.26563234375,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00975000,2026-05-06 19:18:44+00:00,975.0,0.01,0.01,0.02,0.0,0.0,63.0,3504.0,0.2695385546875,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00980000,2026-05-06 20:12:38+00:00,980.0,0.01,0.01,0.02,0.0,0.0,248.0,4239.0,0.273444765625,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00985000,2026-05-06 20:11:03+00:00,985.0,0.02,0.01,0.02,0.0,0.0,28.0,3290.0,0.27735097656249996,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00990000,2026-05-07 15:41:47+00:00,990.0,0.01,0.01,0.02,-0.01,-50.0,1.0,3443.0,0.28125718749999995,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C00995000,2026-05-07 15:43:06+00:00,995.0,0.01,0.0,0.02,0.0,0.0,2.0,2399.0,0.28516339843749994,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618C01000000,2026-04-24 15:51:17+00:00,1000.0,0.01,0.0,0.02,0.0,0.0,1.0,3011.0,0.2910227148437499,False,REGULAR,USD,SPY,call,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00245000,2026-05-07 19:39:05+00:00,245.0,0.01,0.0,0.01,0.0,0.0,211.0,42367.0,0.87500125,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00250000,2026-05-07 17:42:56+00:00,250.0,0.01,0.01,0.02,-0.01,-50.0,72.0,27390.0,0.937500625,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00255000,2026-05-07 19:14:54+00:00,255.0,0.01,0.0,0.02,-0.01,-50.0,26.0,4022.0,0.8906260937499999,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00260000,2026-05-05 19:56:47+00:00,260.0,0.01,0.0,0.02,-0.01,-50.0,4.0,5571.0,0.87500125,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00265000,2026-05-04 14:21:58+00:00,265.0,0.02,0.01,0.02,0.0,0.0,1.0,2949.0,0.8906260937499999,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00270000,2026-05-07 17:32:23+00:00,270.0,0.02,0.01,0.02,-0.01,-33.333336,11.0,11826.0,0.87500125,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00275000,2026-05-05 20:02:06+00:00,275.0,0.02,0.01,0.02,0.0,0.0,3916.0,5760.0,0.85937640625,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00280000,2026-05-05 18:33:03+00:00,280.0,0.02,0.01,0.02,0.0,0.0,458.0,5101.0,0.8437515624999999,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00285000,2026-05-07 17:31:02+00:00,285.0,0.02,0.01,0.02,0.0,0.0,1.0,5444.0,0.8281267187499999,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00290000,2026-05-07 17:42:25+00:00,290.0,0.02,0.01,0.02,0.0,0.0,200.0,5333.0,0.8125018749999999,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00295000,2026-05-07 19:56:50+00:00,295.0,0.02,0.01,0.02,0.0,0.0,552.0,7133.0,0.79687703125,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00300000,2026-05-07 17:26:02+00:00,300.0,0.02,0.02,0.03,-0.01,-33.333336,32.0,26460.0,0.8125018749999999,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00305000,2026-05-07 17:26:02+00:00,305.0,0.03,0.02,0.03,0.0,0.0,30.0,5046.0,0.8007832421875,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00310000,2026-05-05 16:48:08+00:00,310.0,0.03,0.02,0.03,0.0,0.0,6.0,4851.0,0.7851583984375,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00315000,2026-05-06 15:08:38+00:00,315.0,0.03,0.02,0.03,0.0,0.0,2.0,3137.0,0.773439765625,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00320000,2026-05-07 18:48:05+00:00,320.0,0.03,0.02,0.03,0.0,0.0,10.0,1333.0,0.7578149218750001,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00325000,2026-05-06 16:56:08+00:00,325.0,0.03,0.02,0.04,0.0,0.0,892.0,3733.0,0.7539087109375,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00330000,2026-05-07 18:51:29+00:00,330.0,0.04,0.02,0.04,0.0,0.0,621.0,2185.0,0.7421900781249999,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00335000,2026-05-05 18:33:48+00:00,335.0,0.04,0.03,0.04,0.0,0.0,602.0,1639.0,0.7382838671874999,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00340000,2026-05-06 17:47:01+00:00,340.0,0.04,0.03,0.04,0.0,0.0,45.0,3285.0,0.7226590234375,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00345000,2026-05-06 19:04:47+00:00,345.0,0.04,0.03,0.04,0.0,0.0,1416.0,5541.0,0.710940390625,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00350000,2026-05-07 19:11:23+00:00,350.0,0.03,0.03,0.05,-0.020000001,-40.000004,313.0,15614.0,0.7070341796875,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00355000,2026-05-06 14:15:16+00:00,355.0,0.05,0.04,0.05,0.0,0.0,74.0,2853.0,0.6992217578125001,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00360000,2026-05-07 17:52:28+00:00,360.0,0.05,0.04,0.05,0.0,0.0,71.0,10868.0,0.6875031250000001,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00365000,2026-05-07 17:52:47+00:00,365.0,0.05,0.04,0.05,0.0,0.0,228.0,1692.0,0.6757844921875001,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00370000,2026-05-07 19:52:43+00:00,370.0,0.05,0.05,0.06,0.0,0.0,77.0,1493.0,0.6738313867187502,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00375000,2026-05-07 15:54:48+00:00,375.0,0.05,0.05,0.06,-0.009999998,-16.666662,5.0,2976.0,0.6621127539062501,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00380000,2026-05-07 15:54:57+00:00,380.0,0.05,0.05,0.06,-0.009999998,-16.666662,10.0,1438.0,0.648441015625,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00385000,2026-05-07 16:03:00+00:00,385.0,0.06,0.05,0.06,0.0,0.0,7.0,9916.0,0.6367223828125,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00390000,2026-05-07 14:42:46+00:00,390.0,0.06,0.05,0.07,-0.010000002,-14.285716,3.0,1228.0,0.6289099609375001,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00395000,2026-05-07 14:01:54+00:00,395.0,0.07,0.06,0.07,0.0,0.0,60.0,2848.0,0.62305064453125,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00400000,2026-05-07 20:14:06+00:00,400.0,0.07,0.06,0.08,-0.009999998,-12.499997,168.0,19905.0,0.6152382226562501,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00405000,2026-05-07 14:42:22+00:00,405.0,0.08,0.07,0.08,0.0,0.0,1.0,1122.0,0.6064492480468751,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00410000,2026-05-07 18:32:42+00:00,410.0,0.08,0.07,0.08,0.0,0.0,30.0,6587.0,0.594730615234375,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00415000,2026-05-06 13:41:22+00:00,415.0,0.1,0.08,0.09,0.0,0.0,3.0,1231.0,0.5898478515625001,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00420000,2026-05-06 19:34:46+00:00,420.0,0.09,0.08,0.09,0.0,0.0,26.0,15842.0,0.57812921875,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00425000,2026-05-07 19:27:52+00:00,425.0,0.1,0.09,0.1,-0.009999998,-9.090907,4.0,25859.0,0.5732464550781251,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00430000,2026-05-07 16:54:07+00:00,430.0,0.11,0.09,0.11,0.009999998,9.999997,88.0,4922.0,0.5644574804687501,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00435000,2026-05-07 18:48:47+00:00,435.0,0.12,0.1,0.11,0.009999998,9.090907,1003.0,5231.0,0.5556685058593751,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00440000,2026-05-07 19:42:02+00:00,440.0,0.12,0.1,0.12,0.0,0.0,21.0,7900.0,0.5468795312500001,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
SPY260618P00445000,2026-05-07 19:42:02+00:00,445.0,0.13,0.11,0.13,0.009999998,8.333331,50.0,4396.0,0.5410202148437502,False,REGULAR,USD,SPY,put,2026-06-18,2026-05-05,2026-05-07T20:54:04+00:00,yfinance
